0015400108065;http://world-en.openfoodfacts.org/product/0015400108065/western-family-natural-swiss-cheese;usda-ndb-import;1489064175;2017-03-09T12:56:15Z;1587579167;2020-04-22T18:12:47Z;Western family, natural swiss cheese;;;;;Western Family;western-family;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;;;;;;;;;;;United States;en:united-states;United States;Part-skim milk, cheese culture, salt, enzymes.;;;;;;1 SLICE (21 g);21;;0;;;;0;;;0;;;9;c;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:cheeses;Cheeses;;;;;;;;1594;1594;;28.57;19.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.095;0;0;;;;;;;;;0;;;28.57;;;;0.06;0.024;;0.0002856;;;;;0;;;;;;;;;;;;;;0.952;;0;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;
0015400110686;http://world-en.openfoodfacts.org/product/0015400110686/greek-nonfat-yogurt-western-family;usda-ndb-import;1489136633;2017-03-10T09:03:53Z;1587628590;2020-04-23T07:56:30Z;Greek Nonfat Yogurt;;;;;Western Family;western-family;Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured ultrafiltered nonfat milk, cultured skim milk, sugar, peaches, corn starch, peach puree, natural flavor, pectin, rebaudioside-a*, annatto (for color), lemon juice concentrate, vitamin a palmitate, vitamin d3, and active cultures with l. acidophilus, b. bifidum.;;;;;;1 CONTAINER (170 g);170;;3;;en:e160b,en:e440,en:e440i,en:e960;E160b - Annatto,E440 - Pectins,E440i - Pectin,E960 - Steviol glycosides;0;;;0;;;;;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:greek-yogurts;Greek yogurts;;;;;;;;318;318;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.003;9.41;8.24;;;;;;;;;0;;;9.41;;;;0.11;0.044;;0.0000705;;;;;0.0053;;;;;;;;;;;;;;0.265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0015400110693;http://world-en.openfoodfacts.org/product/0015400110693/greek-nonfat-yogurt-western-family;usda-ndb-import;1489136635;2017-03-10T09:03:55Z;1587628590;2020-04-23T07:56:30Z;Greek Nonfat Yogurt;;;;;Western Family;western-family;Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured ultrafiltered nonfat milk, cultured skim milk, sugar, mangoes, pineapple, pineapple juice concentrate, corn starch, natural flavor, pectin, rebaudioside-a*, lemon juice concentrate, vitamin a palmitate, vitamin d3, and active cultures with l. acidophilus, b. bifidum.;;;;;;1 CONTAINER (170 g);170;;2;;en:e440,en:e440i,en:e960;E440 - Pectins,E440i - Pectin,E960 - Steviol glycosides;0;;;0;;;;;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:greek-yogurts;Greek yogurts;;;;;;;;318;318;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.003;9.41;8.24;;;;;;;;;0;;;9.41;;;;0.11;0.044;;0.0000528;;0.000000875;;;0;;;;;;;;;;;;;;0.265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0015400110709;http://world-en.openfoodfacts.org/product/0015400110709/greek-nonfat-yogurt-western-family;usda-ndb-import;1489136636;2017-03-10T09:03:56Z;1587628591;2020-04-23T07:56:31Z;Greek Nonfat Yogurt;;;;;Western Family;western-family;Dairies, Fermented foods, Fermented milk products, Yogurts, Greek yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:greek-yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts,Greek yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured ultrafiltered nonfat milk, cultured skim milk, sugar, pomegranate juice concentrate, corn starch, black carrot juice (for color), natural flavor, pectin, rebaudioside-a*, lemon juice concentrate, vitamin a palmitate, vitamin d3, and active cultures with l. acidophilus, b. bifidum.;;;;;;1 CONTAINER (170 g);170;;2;;en:e440,en:e440i,en:e960;E440 - Pectins,E440i - Pectin,E960 - Steviol glycosides;0;;;0;;;;;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:greek-yogurts;Greek yogurts;;;;;;;;318;318;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.003;9.41;8.24;;;;;;;;;0;;;9.41;;;;0.11;0.044;;0.0000528;;0.000000875;;;0;;;;;;;;;;;;;;0.265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0015400112543;http://world-en.openfoodfacts.org/product/0015400112543/low-fat-yogurt-raspberry-western-family;usda-ndb-import;1489066291;2017-03-09T13:31:31Z;1489066291;2017-03-09T13:31:31Z;Low-Fat Yogurt, Raspberry;;;;;Western Family;western-family;;;;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured grade a pasteurized lowfat milk, sugar nonfat milk, raspberries, modified corn starch, gelatin natural flavor, red 40, blue 1, potassium sorbate, yogurt cultures (l. bulgaricus, s. thermophilus, l. acidophilus, b. bifidus).;;;;;;170 g (6 oz);170;;3;;en:e129,en:e133,en:e202;E129 - Allura red ac,E133 - Brilliant blue FCF,E202 - Potassium sorbate;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;393;393;;0.88;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.006;17.06;15.29;;;;;;;;;0;;;4.12;;;;0.15748;0.062992;;0;;;;;0.0014;;;;;;;;;;;;;;0.118;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0015400112635;http://world-en.openfoodfacts.org/product/0015400112635/western-family-low-fat-yogurt-mixed-berry;usda-ndb-import;1489066270;2017-03-09T13:31:10Z;1587580544;2020-04-22T18:35:44Z;Western family, low-fat yogurt, mixed berry;;;;;Western Family;western-family;Dairies, Fermented foods, Fermented milk products, Yogurts;en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts;Dairies,Fermented foods,Fermented milk products,Yogurts;;;;;;;;;;;;;;;United States;en:united-states;United States;Cultured grade a pasteurized lowfat milk, sugar, nonfat dry milk, modified corn starch, raspberries, blueberries, strawberries, gelatin, black current juice concentrate, natural flavors, potassium sorbate, yogurt cultures (l. bulgaricus, s. thermophilus, l. acidophilus, b. bifidus).;;;;;;6 ONZ (170 g);170;;2;;en:e202,en:e428;E202 - Potassium sorbate,E428 - Gelatine;0;;;0;;;2;b;4;Milk and dairy products;Milk and yogurt;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:yogurts;Yogurts;;;;;;;;393;393;;0.88;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.006;17.06;15.29;;;;;;;;;0;;;4.12;;;;0.155;0.062;;0;;;;;0.0014;;;;;;;;;;;;;;0.118;;0;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0015400113274;http://world-en.openfoodfacts.org/product/0015400113274/apple-juice-western-family;usda-ndb-import;1489135267;2017-03-10T08:41:07Z;1587627129;2020-04-23T07:32:09Z;Apple Juice;;;;;Western Family;western-family;Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Apple juices;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:apple-juices;Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Apple juices;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, apple juice concentrate, ascorbic acid (vitamin c).;;;;;;8 OZA (240 ml);240;;0;;;;0;;;0;;;;;1;Beverages;Fruit juices;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:apple-juices;Apple juices;;;;;;;;192;192;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.67;11.67;;;;;;;;;;;;0;;;;0.0375;0.015;;;;;;;0.0325;;;;;;;;;;;;0.108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0015400118156;http://world-en.openfoodfacts.org/product/0015400118156/natural-directions-natural-directions-organic-sliced-provolone-cheese;usda-ndb-import;1489065119;2017-03-09T13:11:59Z;1587579766;2020-04-22T18:22:46Z;Natural directions, natural directions, organic sliced provolone cheese;;;;;Natural Directions;natural-directions;Dairies, Fermented foods, Fermented milk products, Cheeses;en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses;Dairies,Fermented foods,Fermented milk products,Cheeses;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;Pasteurized organic milk, cheese culture, salt, and enzymes.;;;;;;1 SLICE (21 g);21;;0;;;;0;;;0;;;18;d;3;Milk and dairy products;Cheese;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:cheeses;Cheeses;;;;;;;;1393;1393;;28.57;16.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.071;0;0;;;;;;;;;0;;;23.81;;;;2.1425;0.857;;0.0002856;;;;;0;;;;;;;;;;;;;;0.714;;0;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;
0015400125321;http://world-en.openfoodfacts.org/product/0015400125321/western-family-chili-con-carne-with-beans-mild;usda-ndb-import;1489066585;2017-03-09T13:36:25Z;1587580761;2020-04-22T18:39:21Z;Western family, chili con carne with beans, mild;;;;;Western Family;western-family;Meals, Meat-based products, Meals with meat, Chili con carne, Chili Con Carne With Beans, Stews;en:meals,en:meat-based-products,en:meals-with-meat,en:chili-con-carne,en:stews,en:chili-con-carne-with-beans;Meals,Meat-based products,Meals with meat,Chili con carne,Stews,Chili-con-carne-with-beans;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, beef, beans, modified cornstarch, salt, green chile puree (contains citric acid), corn flour, chili powder (chili peppers, flavoring), tomato paste, autolyzed yeast, sugar, natural flavoring, spices, chili flavor (oleoresin of paprika natural flavorings).;;;;;;1 cup (247 g);247;;1;;en:e330;E330 - Citric acid;0;;;0;;;2;b;4;Composite foods;One-dish meals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:chili-con-carne-with-beans;Chili-con-carne-with-beans;;;;;;;;423;423;;3.64;1.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;12.15;0.81;;;;;;;;;2.8;;;5.26;;;;1.215;0.486;;0.0000363;;;;;0;;;;;;;;;;;;;;0.016;;0.00109;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0015400125338;http://world-en.openfoodfacts.org/product/0015400125338/western-family-premium-hot-chili-con-carne-with-beans;usda-ndb-import;1489066623;2017-03-09T13:37:03Z;1587580781;2020-04-22T18:39:41Z;Western family, premium hot chili con carne with beans;;;;;Western Family;western-family;Meals, Meat-based products, Meals with meat, Chili con carne, Chili Con Carne With Beans, Stews;en:meals,en:meat-based-products,en:meals-with-meat,en:chili-con-carne,en:stews,en:chili-con-carne-with-beans;Meals,Meat-based products,Meals with meat,Chili con carne,Stews,Chili-con-carne-with-beans;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, beef, beans, tomatoes (water, tomato paste), modified cornstarch, chili powder (chili peppers, flavoring). salt, corn flour, autolyzed yeast, flavoring, chili flavor (oleoresin of paprika, natural flavorings), spices.;;;;;;1 cup (247 g);247;;0;;;;0;;;0;;;1;b;4;Composite foods;One-dish meals;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:chili-con-carne-with-beans;Chili-con-carne-with-beans;;;;;;;;473;473;;4.45;2.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.012;12.15;0.81;;;;;;;;;2.8;;;6.48;;;;1.315;0.526;;0.0000363;;;;;0;;;;;;;;;;;;;;0.016;;0.00109;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
0015400125970;http://world-en.openfoodfacts.org/product/0015400125970/western-family-fancy-golden-corn-whole-kernel;usda-ndb-import;1489066278;2017-03-09T13:31:18Z;1587580551;2020-04-22T18:35:51Z;Western family, fancy golden corn whole kernel;;;;;Western Family;western-family;Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Vegetables based foods, Canned vegetables;en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables;Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables;;;;;;;;;;;;;;;United States;en:united-states;United States;Corn, water, salt.;;;;;;0.5 cup (125 g);125;;0;;;;0;;;0;;;-4;a;3;Fruits and vegetables;Vegetables;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:canned-vegetables;Canned vegetables;;;;;;;;201;201;;1.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;7.2;5.6;;;;;;;;;1.6;;;1.6;;;;0.28;0.112;;0;;;;;0.0029;;;;;;;;;;;;;;0;;0.00029;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;
0015400126700;http://world-en.openfoodfacts.org/product/0015400126700/cola-western-family;usda-ndb-import;1489070200;2017-03-09T14:36:40Z;1587584124;2020-04-22T19:35:24Z;Cola;;;;;Western Family,  Western Family Foods  Inc.;western-family,western-family-foods-inc;Beverages, Carbonated drinks, Sodas, Colas;en:beverages,en:carbonated-drinks,en:sodas,en:colas;Beverages,Carbonated drinks,Sodas,Colas;;;;;;;;;;;;;;;United States;en:united-states;United States;Carbonated water, high fructose corn syrup, caramel color, phosphoric acid, citric acid, caffeine and natural flavor.;;;;;;12 OZA (355 ml);355;;3;;en:e150c,en:e330,en:e338;E150c - Ammonia caramel,E330 - Citric acid,E338 - Phosphoric acid;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:colas;Colas;;;;;;;;213;213;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.39;12.11;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0015400126724;http://world-en.openfoodfacts.org/product/0015400126724/caffeine-free-soda-western-family;usda-ndb-import;1489070200;2017-03-09T14:36:40Z;1587584124;2020-04-22T19:35:24Z;Caffeine free soda;;;;;Western Family,  Western Family Foods  Inc.;western-family,western-family-foods-inc;Beverages, Carbonated drinks, Sodas;en:beverages,en:carbonated-drinks,en:sodas;Beverages,Carbonated drinks,Sodas;;;;;;;;;;;;;;;United States;en:united-states;United States;Carbonated water, high fructose corn syrup, citric acid, sodium benzoate (as a preservative), gum arabic, natural flavor, glycerol ester of wood rosin, yellow 6, red 40, and brominated vegetable oil.;;;;;;12 OZA (355 ml);355;;7;;en:e110,en:e129,en:e211,en:e330,en:e414,en:e443,en:e445;E110 - Sunset yellow FCF,E129 - Allura red ac,E211 - Sodium benzoate,E330 - Citric acid,E414 - Acacia gum,E443 - Brominated vegetable oil,E445 - Glycerol esters of wood rosin;0;;;0;;;;;4;Beverages;Sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:sodas;Sodas;;;;;;;;247;247;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.65;14.08;;;;;;;;;;;;0;;;;0.0175;0.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0015400126748;http://world-en.openfoodfacts.org/product/0015400126748/diet-cola-western-family;usda-ndb-import;1489070201;2017-03-09T14:36:41Z;1587584125;2020-04-22T19:35:25Z;Diet Cola;;;;;Western Family,  Western Family Foods  Inc.;western-family,western-family-foods-inc;Beverages, Carbonated drinks, Artificially sweetened beverages, Sodas, Diet beverages, Colas, Diet sodas, Diet cola soft drink;en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas,en:diet-beverages,en:colas,en:diet-sodas,en:diet-cola-soft-drink;Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Colas,Diet sodas,Diet cola soft drink;;;;;;;;;;;;;;;United States;en:united-states;United States;Carbonated water, caramel color, aspartame, phosphoric acid, potassium benzoate (as a preservative), citric acid, natural flavor, caffeine.;;;;;;12 OZA (355 ml);355;;5;;en:e150c,en:e212,en:e330,en:e338,en:e951;E150c - Ammonia caramel,E212 - Potassium benzoate,E330 - Citric acid,E338 - Phosphoric acid,E951 - Aspartame;0;;;0;;;;;4;Beverages;Artificially sweetened beverages;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Western Family Foods, Inc.;en:diet-cola-soft-drink;Diet cola soft drink;;;;;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.28;0;;;;;;;;;;;;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
