0026086266741;http://world-en.openfoodfacts.org/product/0026086266741/twice-baked-potatoes-with-bacon-chives-tassos-cuisine;usda-ndb-import;1489134146;2017-03-10T08:22:26Z;1587597129;2020-04-22T23:12:09Z;Twice Baked Potatoes With Bacon & Chives;;;;;Tassos Cuisine;tassos-cuisine;Frozen foods;en:frozen-foods;Frozen foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Water, idaho potato, vitamin d milk (grade a milk and vitamin d3), potato flakes (idaho potatoes, mono and diglycerides, sodium acid pyrophosphate, sodium bisulfite, citric acid, mixed tocopherols (added to protect freshness)), unsalted butter (cream, natural flavor), sour cream (cultured milk, cream, whey solids, modified corn starch, sodium phosphate, guar gum, carrageenan, carob bean gum and potassium sorbate (maintain freshness)), bacon bits (bacon ((cured with water, salt, sugar, sodium erythorbate, sodium nitrite), may also contain dextrose, honey, potassium chloride, smoke flavoring, sodium diacetate, sodium phosphate)), shredded cheddar cheese (pasteurized milk, cheese cultures, salt, enzyme and annatto (natural vegetable color), cellulose added to prevent caking), salt, white pepper, chives.;;;;;;10 ONZ (283 g);283;;13;;en:e160b,en:e202,en:e222,en:e250,en:e262,en:e262ii,en:e306,en:e316,en:e330,en:e407,en:e410,en:e412,en:e450,en:e471;E160b - Annatto,E202 - Potassium sorbate,E222 - Sodium bisulphite,E250 - Sodium nitrite,E262 - Sodium acetates,E262ii - Sodium diacetate,E306 - Tocopherol-rich extract,E316 - Sodium erythorbate,E330 - Citric acid,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids;0;;;0;;;13;d;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Kowalski Sausage Co. Inc.;en:frozen-foods;Frozen foods;;;;;;;;531;531;;8.48;6.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.023;8.48;0.71;;;;;;;;;0.7;;;3.53;;;;1.43;0.572;;0.0001326;;;;;0.0074;;;;;;;;;;;;;;0.053;;0.00025;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;
0026086267458;http://world-en.openfoodfacts.org/product/0026086267458/potato-pierogi-potato;org-database-usda;1587670946;2020-04-23T19:42:26Z;1587670946;2020-04-23T19:42:26Z;Potato pierogi, potato;;;;;;;Frozen foods;en:frozen-foods;Frozen foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Filling: : potatoes, margarine (liquid soybean oil, water, salt, hydrogenated soybean oil and/or cottonseed oil, vegetable monoglycerides, soy lecithin, potassium sorbate and citric acid (preservatives), artificial flavor, beta carotene (color), vitamin a palmitate added), salt. dough: flour (bleached wheat flour, malted barley flour, potassium bromate), water, corn oil, salt, egg shade color (propylene glycol, turmeric and annatto).;;;;;;4 ONZ (113 g);113;;7;;en:e1520,en:e160a,en:e160ai,en:e160b,en:e202,en:e322,en:e322i,en:e330,en:e924a;E1520 - Propylene Glycol,E160a - Alpha-carotene,E160ai - Beta-carotene,E160b - Annatto,E202 - Potassium sorbate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E924a - Potassium bromate;0;;;1;;e160a-beta-carotene;2;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Kowalski Sausage Co. Inc.;en:frozen-foods;Frozen foods;;;;;;;;778;778;;1.77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;30.97;0.88;;;;;;;;;1.8;;;4.42;;;;0.7975;0.319;;0.0000531;;;;;0.0032;;;;;;;;;;;;;;0.018;;0.00032;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0026086267472;http://world-en.openfoodfacts.org/product/0026086267472/cheese-pierogi-cheese;org-database-usda;1587670946;2020-04-23T19:42:26Z;1587670946;2020-04-23T19:42:26Z;Cheese pierogi, cheese;;;;;;;Frozen foods;en:frozen-foods;Frozen foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Filling : dry curd cottage cheese (cultured pasteurized grade a skim milk and enzymes), potatoes, sour cream (cultured milk, cream, whey solids, modified corn starch, sodium phosphate, guar gum, carrageenan, calcium sulfate, carob bean gum and potassium sorbate), sugar, eggs, salt. dough: flour (bleached wheat flour, malted barley flour, potassium bromate), water, corn oil, salt, egg shade color (propylene glycol, turmeric and annatto).;en:eggs,en:milk;;;;;4 ONZ (113 g);113;;7;;en:e1520,en:e160b,en:e202,en:e407,en:e410,en:e412,en:e924a;E1520 - Propylene Glycol,E160b - Annatto,E202 - Potassium sorbate,E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E924a - Potassium bromate;0;;;0;;;-1;a;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Kowalski Sausage Co. Inc.;en:frozen-foods;Frozen foods;;;;;;;;594;594;;2.65;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.009;25.66;3.54;;;;;;;;;0.9;;;10.62;;;;0.7975;0.319;;0;;;;;0;;;;;;;;;;;;;;0.018;;0.00032;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;
0026086267489;http://world-en.openfoodfacts.org/product/0026086267489/potato-cheddar-pierogi-potato-cheddar;org-database-usda;1587670947;2020-04-23T19:42:27Z;1587670947;2020-04-23T19:42:27Z;Potato & cheddar pierogi, potato & cheddar;;;;;;;Frozen foods;en:frozen-foods;Frozen foods;;;;;;;;;;;;;;;United States;en:united-states;United States;Filling: potatoes, cheddar cheese (pasteurized milk, cheese cultures, salt, enzyme and annatto (natural vegetable color), cellulose added to prevent caking), margarine (liquid soybean oil, water, salt, hydrogenated soybean oil and/or cottonseed oil, vegetable monoglycerides, soy lecithin, potassium sorbate and citric acid (preservatives), artificial flavor, beta carotene (color), vitamin a palmitate added), salt. dough: flour (bleached wheat flour, malted barley flour, potassium bromate), water, corn oil, salt, egg shade color (natural plant and vegetable extract).;;;;;;4 ONZ (113 g);113;;6;;en:e160a,en:e160ai,en:e160b,en:e202,en:e322,en:e322i,en:e330,en:e924a;E160a - Alpha-carotene,E160ai - Beta-carotene,E160b - Annatto,E202 - Potassium sorbate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E924a - Potassium bromate;0;;;1;;e160a-beta-carotene;2;b;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Kowalski Sausage Co. Inc.;en:frozen-foods;Frozen foods;;;;;;;;854;854;;3.54;1.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.004;30.09;0.88;;;;;;;;;1.8;;;6.19;;;;0.7975;0.319;;0.0000531;;;;;0.0032;;;;;;;;;;;;;;0.053;;0.00032;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
0026086269070;http://world-en.openfoodfacts.org/product/0026086269070/lamb-shaped-butter-kowalski;usda-ndb-import;1489133540;2017-03-10T08:12:20Z;1587596583;2020-04-22T23:03:03Z;Lamb-Shaped Butter;;;;;Kowalski;kowalski;Fats;en:fats;Fats;;;;;;;;;;;;;;;United States;en:united-states;United States;Cream, salt.;;;;;;14 g (14 g);14;;0;;;;0;;;0;;;23;e;2;Fat and sauces;Fats;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Kowalski Sausage Co. Inc.;en:fats;Fats;;;;;;;;2987;2987;;78.57;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.214;0;0;;;;;;;;;0;;;0;;;;1.4275;0.571;;0.0006429;;;;;0;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;
0026088571058;http://world-en.openfoodfacts.org/product/0026088571058/organic-russet-potatoes;org-database-usda;1587662591;2020-04-23T17:23:11Z;1587662592;2020-04-23T17:23:12Z;Organic russet potatoes;;;;;;;Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods;Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods;;;;;Organic;en:organic;Organic;;;;;;;;United States;en:united-states;United States;;;;;;;1 POTATO (148 g);148;;;;;;;;;;;;-2;a;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;Hixton Egg Corporation;en:fruits-and-vegetables-based-foods;Fruits and vegetables based foods;;;;;;;;310;310;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;17.57;0.68;;;;;;;;;1.4;;;2.03;;;;0;0;;0;;;;;0.0182;;;;;;;;;;;;0.419;;0.014;;0.00073;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;
0026102116692;http://world-en.openfoodfacts.org/product/0026102116692/hameaued;openfoodfacts-contributors;1586716726;2020-04-12T18:38:46Z;1586716738;2020-04-12T18:38:58Z;;;;verre;verre;hameaued;hameaued;Charcuteries à teneur réduite en sel;en:meats,en:prepared-meats,en:products-with-reduced-salt,en:prepared-meats-with-less-salt;Meats,Prepared meats,Products with reduced salt,Prepared meats with less salt;13/06/2019;13-06-2019;dollot;dollot;ovett;fr:ovett;fr:ovett;;;;;;France;;en:France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;Fish Meat Eggs;Processed meat;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands completed,Packaging completed,Quantity to be completed,Product name to be completed,Photos to be validated,Photos uploaded;;en:prepared-meats-with-less-salt;Prepared meats with less salt;https://static.openfoodfacts.org/images/products/002/610/211/6692/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/002/610/211/6692/front_fr.8.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0026102295199;http://world-en.openfoodfacts.org/product/0026102295199/carafe;kiliweb;1565768641;2019-08-14T07:44:01Z;1565768643;2019-08-14T07:44:03Z;Carafe;;;;;;;;;;;;;;;;;;;;;;;;en:fr;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/610/229/5199/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/002/610/229/5199/front_fr.3.200.jpg;;;https://static.openfoodfacts.org/images/products/002/610/229/5199/nutrition_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/002/610/229/5199/nutrition_fr.5.200.jpg;;1498;1498;;1.8;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;3.3;;;;;;;;;;;;11.5;;;;0.01;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0026104610426;http://world-en.openfoodfacts.org/product/0026104610426/very-chocolate-chunk;kiliweb;1572886376;2019-11-04T16:52:56Z;1572887087;2019-11-04T17:04:47Z;Very chocolate Chunk;;4 oz;;;;;;;;;;;;;;;;;;;;;;en:us;en:united-states;United States;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/002/610/461/0426/front_en.3.400.jpg;https://static.openfoodfacts.org/images/products/002/610/461/0426/front_en.3.200.jpg;;;https://static.openfoodfacts.org/images/products/002/610/461/0426/nutrition_en.5.400.jpg;https://static.openfoodfacts.org/images/products/002/610/461/0426/nutrition_en.5.200.jpg;;2134;2134;;19;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;43;;;;;;;;;;;;6;;;;4.4;1.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00261135;http://world-en.openfoodfacts.org/product/00261135/triple-chocolate-cheese-cake;kiliweb;1543581222;2018-11-30T12:33:42Z;1543581225;2018-11-30T12:33:45Z;Triple chocolaté cheese cake;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/00261135/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/00261135/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/00261135/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/00261135/ingredients_fr.7.200.jpg;;;;1669;1669;;23.4;13.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.6;28.4;;;;;;;;;;;;4.7;;;;0.28;0.112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00261180;http://world-en.openfoodfacts.org/product/00261180/carrot-cake-cheesecake-slices;kiliweb;1543342470;2018-11-27T18:14:30Z;1588097265;2020-04-28T18:07:45Z;Carrot cake cheesecake slices;;;;;;;Biscuits and cakes,Cakes,Cheesecakes;en:biscuits-and-cakes,en:cakes,en:cheesecakes;Biscuits and cakes,Cakes,Cheesecakes;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;19;e;;Sugary snacks;Biscuits and cakes;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;en:cheesecakes;Cheesecakes;https://static.openfoodfacts.org/images/products/00261180/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/00261180/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/00261180/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/00261180/ingredients_fr.7.200.jpg;;;;1577;1577;;24.3;14.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.9;19.4;;;;;;;;;;;;4.1;;;;0.28;0.112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;
00261197;http://world-en.openfoodfacts.org/product/00261197/triple-chocolate-cheesecake-slices;kiliweb;1547751737;2019-01-17T19:02:17Z;1551902220;2019-03-06T19:57:00Z;Triple Chocolate Cheesecake Slices;;;;;;;;;;;;;;;;;;;;;;;;en:france;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/00261197/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/00261197/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/00261197/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/00261197/ingredients_fr.7.200.jpg;;;;1678;1678;;23.8;14.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;28.4;;;;;;;;;;;;4.8;;;;0.3;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0026129062507;http://world-en.openfoodfacts.org/product/0026129062507/baked-soft-pretzels-bakers-best;openfoodfacts-contributors;1537672639;2018-09-23T03:17:19Z;1587672958;2020-04-23T20:15:58Z;Baked soft pretzels;;16 oz./453 g;Cardboard Box;cardboard-box;Bakers Best;bakers-best;Pretzel, Frozen foods;en:snacks,en:salty-snacks,en:appetizers,en:frozen-foods,en:crackers,en:pretzel;Snacks,Salty snacks,Appetizers,Frozen foods,Crackers,Pretzel;;;U.S.A.;u-s-a;;;;;;;;;U.S.A.;Dollar Tree;United States;en:united-states;United States;Enriched wheat flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, bicarbonates and carbonates of soda.;;;;;;2.5 ONZ (71 g);71;;0;;;;0;;;0;;;-2;a;3;Salty snacks;Appetizers;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;BAKERS BEST;en:pretzel;Pretzel;;;;;;;;1121;1121;;1.41;0;;;;;;;;;;;;;;;0;0.7;;;;;;;;;;;;;;;;;0;0;56.34;1.41;;;;;;;;;1.4;;;8.45;;;;0.4318;0.17272;;;;;;;;;;;;;;;;;;;0.06;;0;;0.0038;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;
00261449;http://world-en.openfoodfacts.org/product/00261449/mini-pearl-grape-tomatoes-trader-joe-s;waistline-app;1590275985;2020-05-23T23:19:45Z;1590275985;2020-05-23T23:19:45Z;Mini Pearl Grape Tomatoes;;;;;Trader Joe's;trader-joe-s;;;;;;;;;;;;;;;;;;en:United States;en:united-states;United States;;;;;;;7tomatoes;0;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
